"origin","destination","distance","time"
"52.5453031805152, 13.5701836617045","52.5214137, 13.4034811",16472,2666
"52.5453031805152, 13.5701836617045","52.5176913, 13.4419715",14104,2371
"52.5453031805152, 13.5701836617045","52.517699, 13.3970326",17470,2813
"52.5453031805152, 13.5701836617045","52.5303108, 13.3186121",20137,4344
"52.5453031805152, 13.5701836617045","52.5146378, 13.3905283",18264,3000
"52.5453031805152, 13.5701836617045","52.5145186, 13.487322",11550,2352
"52.5453031805152, 13.5701836617045","52.5170316, 13.4012274",17577,2827
"52.5453031805152, 13.5701836617045","52.5207714, 13.3889021",17485,2768
"52.5453031805152, 13.5701836617045","52.5027268, 13.4453492",12848,2493
"52.5453031805152, 13.5701836617045","52.5284267, 13.3720175",16042,3727
"52.5453031805152, 13.5701836617045","52.5209131, 13.3871461",17409,2689
"52.5453031805152, 13.5701836617045","52.5304903, 13.3791152",15085,3486
"52.5453031805152, 13.5701836617045","52.4864896, 13.4217418",18746,3789
"52.5453031805152, 13.5701836617045","52.5215057, 13.4069139",15906,2666
"52.5453031805152, 13.5701836617045","52.5174377, 13.3898033",18041,2865
"52.5453031805152, 13.5701836617045","52.5111669, 13.4430356",13090,2661
"52.5453031805152, 13.5701836617045","52.5076615, 13.454537",12779,2396
"52.5453031805152, 13.5701836617045","52.5121441, 13.3083771",24653,4374
"52.5453031805152, 13.5701836617045","52.5087884, 13.378434",19315,3296
"52.5453031805152, 13.5701836617045","52.5019061, 13.3308361",23013,3715
"52.5453031805152, 13.5701836617045","52.5088651, 13.2707514",27361,4864
"52.5453031805152, 13.5701836617045","52.5264743, 13.39691",17121,3181
"52.5453031805152, 13.5701836617045","52.5106807, 13.419484",15319,2833
"52.5453031805152, 13.5701836617045","52.4602228, 13.5056519",22540,3483
"52.5453031805152, 13.5701836617045","52.474199, 13.141735",55556,8152
"52.5453031805152, 13.5701836617045","52.5021802, 13.364582",20572,3864
"52.5453031805152, 13.5701836617045","52.5205791, 13.4089041",15800,2558
"52.5453031805152, 13.5701836617045","52.4986678, 13.3566505",22981,4269
"52.5453031805152, 13.5701836617045","52.520848, 13.4084747",15803,2560
"52.5453031805152, 13.5701836617045","52.49694, 13.4540533",13040,2941
"52.5453031805152, 13.5701836617045","52.4840199, 13.4053429",20601,4555
"52.5453031805152, 13.5701836617045","52.5049039, 13.4431471",12853,2480
"52.5453031805152, 13.5701836617045","52.524042, 13.402083",16476,2663
"52.5453031805152, 13.5701836617045","52.5071871, 13.390676",19130,3534
"52.5453031805152, 13.5701836617045","52.4583565, 13.2889441",32356,5581
"52.5453031805152, 13.5701836617045","52.5112074, 13.4169157",15046,2607
"52.5453031805152, 13.5701836617045","52.440493, 13.3911183",26817,4572
"52.5397938184385, 13.560425843426","52.5075075, 13.3903737",20247,3771
"52.5397938184385, 13.560425843426","52.5542753, 13.3785425",14955,3526
"52.5397938184385, 13.560425843426","52.5063, 13.3840159",21442,3836
"52.5397938184385, 13.560425843426","52.5206458, 13.2932877",23413,4188
"52.5397938184385, 13.560425843426","52.5239216, 13.3888786",18891,3242
"52.5397938184385, 13.560425843426","52.5168416, 13.3816742",18569,3119
"52.5397938184385, 13.560425843426","52.5040556, 13.3379413",24161,3984
"52.5397938184385, 13.560425843426","52.5090125, 13.3792937",20402,3535
"52.5397938184385, 13.560425843426","52.4983661, 13.3605076",22122,4268
"52.5397938184385, 13.560425843426","52.5478117, 13.3892456",13995,2971
"52.5397938184385, 13.560425843426","52.5046782, 13.4490212",11321,2579
"52.5397938184385, 13.560425843426","52.5136642, 13.4727613",11919,2277
"52.5397938184385, 13.560425843426","52.5016098, 13.381181",21140,3595
"52.5397938184385, 13.560425843426","52.5214137, 13.4034811",12962,3209
"52.5397938184385, 13.560425843426","52.5176913, 13.4419715",14060,2563
"52.5397938184385, 13.560425843426","52.517699, 13.3970326",17426,3005
"52.5397938184385, 13.560425843426","52.5303108, 13.3186121",19254,3984
"52.5397938184385, 13.560425843426","52.5146378, 13.3905283",18220,3192
"52.5397938184385, 13.560425843426","52.5145186, 13.487322",7975,2225
"52.5397938184385, 13.560425843426","52.5170316, 13.4012274",17533,3019
"52.5397938184385, 13.560425843426","52.5207714, 13.3889021",18564,2975
"52.5397938184385, 13.560425843426","52.5027268, 13.4453492",11721,2912
"52.5397938184385, 13.560425843426","52.5284267, 13.3720175",15159,3367
"52.5397938184385, 13.560425843426","52.5209131, 13.3871461",18488,2896
"52.5397938184385, 13.560425843426","52.5304903, 13.3791152",14203,3126
"52.5397938184385, 13.560425843426","52.4864896, 13.4217418",17286,3840
"52.5397938184385, 13.560425843426","52.5215057, 13.4069139",12464,3070
"52.5397938184385, 13.560425843426","52.5174377, 13.3898033",17997,3057
"52.5397938184385, 13.560425843426","52.5111669, 13.4430356",14168,2868
"52.5397938184385, 13.560425843426","52.5076615, 13.454537",10557,3018
"52.5397938184385, 13.560425843426","52.5121441, 13.3083771",23181,4338
"52.5397938184385, 13.560425843426","52.5087884, 13.378434",20394,3503
"52.5397938184385, 13.560425843426","52.5019061, 13.3308361",24092,3922
"52.5397938184385, 13.560425843426","52.5088651, 13.2707514",25046,4608
"52.5397938184385, 13.560425843426","52.5264743, 13.39691",18199,3388
"52.5397938184385, 13.560425843426","52.5106807, 13.419484",16397,3040
"52.5397938184385, 13.560425843426","52.4602228, 13.5056519",12641,3505
"52.5397938184385, 13.560425843426","52.474199, 13.141735",39963,7238
"52.5397938184385, 13.560425843426","52.5021802, 13.364582",18914,4227
"52.5397938184385, 13.560425843426","52.5205791, 13.4089041",12084,3087
"52.5397938184385, 13.560425843426","52.4986678, 13.3566505",22937,4461
"52.5397938184385, 13.560425843426","52.520848, 13.4084747",12087,3089
"52.5397938184385, 13.560425843426","52.49694, 13.4540533",14147,3304
"52.5397938184385, 13.560425843426","52.4840199, 13.4053429",19298,4256
"52.5397938184385, 13.560425843426","52.5049039, 13.4431471",13931,2687
"52.5397938184385, 13.560425843426","52.524042, 13.402083",17554,2870
"52.5397938184385, 13.560425843426","52.5071871, 13.390676",20209,3741
"52.5397938184385, 13.560425843426","52.4583565, 13.2889441",31427,5390
"52.5397938184385, 13.560425843426","52.5112074, 13.4169157",16124,2814
"52.5397938184385, 13.560425843426","52.440493, 13.3911183",24762,4335
"52.5482741365328, 13.4962679241266","52.5075075, 13.3903737",10510,3486
"52.5482741365328, 13.4962679241266","52.5542753, 13.3785425",10536,2937
"52.5482741365328, 13.4962679241266","52.5063, 13.3840159",12980,3703
"52.5482741365328, 13.4962679241266","52.5206458, 13.2932877",18994,3599
"52.5482741365328, 13.4962679241266","52.5239216, 13.3888786",9623,2663
"52.5482741365328, 13.4962679241266","52.5168416, 13.3816742",9920,3106
"52.5482741365328, 13.4962679241266","52.5040556, 13.3379413",14904,4093
"52.5482741365328, 13.4962679241266","52.5090125, 13.3792937",11081,3285
"52.5482741365328, 13.4962679241266","52.4983661, 13.3605076",13244,3653
"52.5482741365328, 13.4962679241266","52.5478117, 13.3892456",9576,2382
"52.5482741365328, 13.4962679241266","52.5046782, 13.4490212",10432,2019
"52.5482741365328, 13.4962679241266","52.5136642, 13.4727613",6512,2084
"52.5482741365328, 13.4962679241266","52.5016098, 13.381181",12678,3462
"52.5482741365328, 13.4962679241266","52.5214137, 13.4034811",8537,2320
"52.5482741365328, 13.4962679241266","52.5176913, 13.4419715",6188,2247
"52.5482741365328, 13.4962679241266","52.517699, 13.3970326",8714,2725
"52.5482741365328, 13.4962679241266","52.5303108, 13.3186121",14835,3395
"52.5482741365328, 13.4962679241266","52.5146378, 13.3905283",9659,3177
"52.5482741365328, 13.4962679241266","52.5145186, 13.487322",5468,1663
"52.5482741365328, 13.4962679241266","52.5170316, 13.4012274",8603,2664
"52.5482741365328, 13.4962679241266","52.5207714, 13.3889021",10315,3077
"52.5482741365328, 13.4962679241266","52.5027268, 13.4453492",10832,2352
"52.5482741365328, 13.4962679241266","52.5284267, 13.3720175",11493,3198
"52.5482741365328, 13.4962679241266","52.5209131, 13.3871461",10132,2977
"52.5482741365328, 13.4962679241266","52.5304903, 13.3791152",10536,2957
"52.5482741365328, 13.4962679241266","52.4864896, 13.4217418",12328,3563
"52.5482741365328, 13.4962679241266","52.5215057, 13.4069139",8040,2181
"52.5482741365328, 13.4962679241266","52.5174377, 13.3898033",9568,3078
"52.5482741365328, 13.4962679241266","52.5111669, 13.4430356",11074,2520
"52.5482741365328, 13.4962679241266","52.5076615, 13.454537",10763,2255
"52.5482741365328, 13.4962679241266","52.5121441, 13.3083771",17305,4148
"52.5482741365328, 13.4962679241266","52.5087884, 13.378434",11037,3243
"52.5482741365328, 13.4962679241266","52.5019061, 13.3308361",20998,3574
"52.5482741365328, 13.4962679241266","52.5088651, 13.2707514",20627,4019
"52.5482741365328, 13.4962679241266","52.5264743, 13.39691",9375,2774
"52.5482741365328, 13.4962679241266","52.5106807, 13.419484",9138,3163
"52.5482741365328, 13.4962679241266","52.4602228, 13.5056519",11970,2891
"52.5482741365328, 13.4962679241266","52.474199, 13.141735",35544,6469
"52.5482741365328, 13.4962679241266","52.5021802, 13.364582",13632,3966
"52.5482741365328, 13.4962679241266","52.5205791, 13.4089041",7659,2198
"52.5482741365328, 13.4962679241266","52.4986678, 13.3566505",14059,3846
"52.5482741365328, 13.4962679241266","52.520848, 13.4084747",7662,2200
"52.5482741365328, 13.4962679241266","52.49694, 13.4540533",9728,2841
"52.5482741365328, 13.4962679241266","52.4840199, 13.4053429",15182,4061
"52.5482741365328, 13.4962679241266","52.5049039, 13.4431471",10837,2339
"52.5482741365328, 13.4962679241266","52.524042, 13.402083",8634,2401
"52.5482741365328, 13.4962679241266","52.5071871, 13.390676",10543,3511
"52.5482741365328, 13.4962679241266","52.4583565, 13.2889441",25780,4801
"52.5482741365328, 13.4962679241266","52.5112074, 13.4169157",8973,3023
"52.5482741365328, 13.4962679241266","52.440493, 13.3911183",17790,3827
"52.5465810859096, 13.5090996860695","52.5075075, 13.3903737",16021,3389
"52.5465810859096, 13.5090996860695","52.5542753, 13.3785425",10407,3263
"52.5465810859096, 13.5090996860695","52.5063, 13.3840159",17216,3454
"52.5465810859096, 13.5090996860695","52.5206458, 13.2932877",23185,4409
"52.5465810859096, 13.5090996860695","52.5239216, 13.3888786",14665,2860
"52.5465810859096, 13.5090996860695","52.5168416, 13.3816742",14048,2555
"52.5465810859096, 13.5090996860695","52.5040556, 13.3379413",19935,3602
"52.5465810859096, 13.5090996860695","52.5090125, 13.3792937",16176,3153
"52.5465810859096, 13.5090996860695","52.4983661, 13.3605076",15824,3704
"52.5465810859096, 13.5090996860695","52.5478117, 13.3892456",10504,2401
"52.5465810859096, 13.5090996860695","52.5046782, 13.4490212",9295,1685
"52.5465810859096, 13.5090996860695","52.5136642, 13.4727613",7399,1713
"52.5465810859096, 13.5090996860695","52.5016098, 13.381181",16914,3213
"52.5465810859096, 13.5090996860695","52.5214137, 13.4034811",13324,2491
"52.5465810859096, 13.5090996860695","52.5176913, 13.4419715",9539,1999
"52.5465810859096, 13.5090996860695","52.517699, 13.3970326",12905,2441
"52.5465810859096, 13.5090996860695","52.5303108, 13.3186121",15763,3414
"52.5465810859096, 13.5090996860695","52.5146378, 13.3905283",13699,2628
"52.5465810859096, 13.5090996860695","52.5145186, 13.487322",5913,1590
"52.5465810859096, 13.5090996860695","52.5170316, 13.4012274",13012,2455
"52.5465810859096, 13.5090996860695","52.5207714, 13.3889021",14338,2593
"52.5465810859096, 13.5090996860695","52.5027268, 13.4453492",9695,2018
"52.5465810859096, 13.5090996860695","52.5284267, 13.3720175",16136,3056
"52.5465810859096, 13.5090996860695","52.5209131, 13.3871461",14262,2514
"52.5465810859096, 13.5090996860695","52.5304903, 13.3791152",12240,3308
"52.5465810859096, 13.5090996860695","52.4864896, 13.4217418",14565,3696
"52.5465810859096, 13.5090996860695","52.5215057, 13.4069139",10182,2532
"52.5465810859096, 13.5090996860695","52.5174377, 13.3898033",13476,2493
"52.5465810859096, 13.5090996860695","52.5111669, 13.4430356",9937,2186
"52.5465810859096, 13.5090996860695","52.5076615, 13.454537",9626,1921
"52.5465810859096, 13.5090996860695","52.5121441, 13.3083771",21506,4199
"52.5465810859096, 13.5090996860695","52.5087884, 13.378434",16168,3121
"52.5465810859096, 13.5090996860695","52.5019061, 13.3308361",19866,3540
"52.5465810859096, 13.5090996860695","52.5088651, 13.2707514",23985,4670
"52.5465810859096, 13.5090996860695","52.5264743, 13.39691",13973,3006
"52.5465810859096, 13.5090996860695","52.5106807, 13.419484",12171,2658
"52.5465810859096, 13.5090996860695","52.4602228, 13.5056519",11100,2367
"52.5465810859096, 13.5090996860695","52.474199, 13.141735",36472,6668
"52.5465810859096, 13.5090996860695","52.5021802, 13.364582",17330,3689
"52.5465810859096, 13.5090996860695","52.5205791, 13.4089041",12652,2383
"52.5465810859096, 13.5090996860695","52.4986678, 13.3566505",16639,3897
"52.5465810859096, 13.5090996860695","52.520848, 13.4084747",12655,2385
"52.5465810859096, 13.5090996860695","52.49694, 13.4540533",11157,3069
"52.5465810859096, 13.5090996860695","52.4840199, 13.4053429",16583,4112
"52.5465810859096, 13.5090996860695","52.5049039, 13.4431471",9698,2005
"52.5465810859096, 13.5090996860695","52.524042, 13.402083",13328,2488
"52.5465810859096, 13.5090996860695","52.5071871, 13.390676",15983,3359
"52.5465810859096, 13.5090996860695","52.4583565, 13.2889441",25927,4252
"52.5465810859096, 13.5090996860695","52.5112074, 13.4169157",11898,2432
"52.5465810859096, 13.5090996860695","52.440493, 13.3911183",17937,3878
"52.5367811087858, 13.6343454351809","52.5075075, 13.3903737",21814,3532
"52.5367811087858, 13.6343454351809","52.5542753, 13.3785425",23461,3731
"52.5367811087858, 13.6343454351809","52.5063, 13.3840159",23265,3597
"52.5367811087858, 13.6343454351809","52.5206458, 13.2932877",31584,4393
"52.5367811087858, 13.6343454351809","52.5239216, 13.3888786",21216,3208
"52.5367811087858, 13.6343454351809","52.5168416, 13.3816742",21084,2698
"52.5367811087858, 13.6343454351809","52.5040556, 13.3379413",26085,4287
"52.5367811087858, 13.6343454351809","52.5090125, 13.3792937",22225,3296
"52.5367811087858, 13.6343454351809","52.4983661, 13.3605076",24637,3847
"52.5367811087858, 13.6343454351809","52.5478117, 13.3892456",22166,3176
"52.5367811087858, 13.6343454351809","52.5046782, 13.4490212",16605,2428
"52.5367811087858, 13.6343454351809","52.5136642, 13.4727613",14434,1856
"52.5367811087858, 13.6343454351809","52.5016098, 13.381181",22963,3356
"52.5367811087858, 13.6343454351809","52.5214137, 13.4034811",19618,2746
"52.5367811087858, 13.6343454351809","52.5176913, 13.4419715",16574,2142
"52.5367811087858, 13.6343454351809","52.517699, 13.3970326",19940,2584
"52.5367811087858, 13.6343454351809","52.5303108, 13.3186121",27424,4189
"52.5367811087858, 13.6343454351809","52.5146378, 13.3905283",20734,2771
"52.5367811087858, 13.6343454351809","52.5145186, 13.487322",14021,2123
"52.5367811087858, 13.6343454351809","52.5170316, 13.4012274",20047,2598
"52.5367811087858, 13.6343454351809","52.5207714, 13.3889021",20889,2941
"52.5367811087858, 13.6343454351809","52.5027268, 13.4453492",17355,2748
"52.5367811087858, 13.6343454351809","52.5284267, 13.3720175",22909,3206
"52.5367811087858, 13.6343454351809","52.5209131, 13.3871461",20947,2967
"52.5367811087858, 13.6343454351809","52.5304903, 13.3791152",23416,3587
"52.5367811087858, 13.6343454351809","52.4864896, 13.4217418",23514,3757
"52.5367811087858, 13.6343454351809","52.5215057, 13.4069139",19537,2683
"52.5367811087858, 13.6343454351809","52.5174377, 13.3898033",20511,2636
"52.5367811087858, 13.6343454351809","52.5111669, 13.4430356",17420,2838
"52.5367811087858, 13.6343454351809","52.5076615, 13.454537",16973,2678
"52.5367811087858, 13.6343454351809","52.5121441, 13.3083771",28698,4342
"52.5367811087858, 13.6343454351809","52.5087884, 13.378434",22430,3437
"52.5367811087858, 13.6343454351809","52.5019061, 13.3308361",27176,4283
"52.5367811087858, 13.6343454351809","52.5088651, 13.2707514",31406,4832
"52.5367811087858, 13.6343454351809","52.5264743, 13.39691",22970,3552
"52.5367811087858, 13.6343454351809","52.5106807, 13.419484",20324,3357
"52.5367811087858, 13.6343454351809","52.4602228, 13.5056519",15846,3710
"52.5367811087858, 13.6343454351809","52.474199, 13.141735",46717,6723
"52.5367811087858, 13.6343454351809","52.5021802, 13.364582",23474,3832
"52.5367811087858, 13.6343454351809","52.5205791, 13.4089041",19414,2558
"52.5367811087858, 13.6343454351809","52.4986678, 13.3566505",25452,4040
"52.5367811087858, 13.6343454351809","52.520848, 13.4084747",19411,2556
"52.5367811087858, 13.6343454351809","52.49694, 13.4540533",17946,3257
"52.5367811087858, 13.6343454351809","52.4840199, 13.4053429",22936,4255
"52.5367811087858, 13.6343454351809","52.5049039, 13.4431471",17008,2748
"52.5367811087858, 13.6343454351809","52.524042, 13.402083",19967,3035
"52.5367811087858, 13.6343454351809","52.5071871, 13.390676",21776,3502
"52.5367811087858, 13.6343454351809","52.4583565, 13.2889441",33998,4995
"52.5367811087858, 13.6343454351809","52.5112074, 13.4169157",20159,3217
"52.5367811087858, 13.6343454351809","52.440493, 13.3911183",29462,4540
"52.540194458387, 13.6086810177722","52.5075075, 13.3903737",20205,3540
"52.540194458387, 13.6086810177722","52.5542753, 13.3785425",21851,3739
"52.540194458387, 13.6086810177722","52.5063, 13.3840159",21655,3605
"52.540194458387, 13.6086810177722","52.5206458, 13.2932877",29975,4401
